conf/icic/WangZW12,inproceedings,Determination of Unknown Boundary Condition in the Two-Dimensional Inverse Heat Conduction Problem.,ICIC (2),2012,,383-390,,db/conf/icic/icic2012-2.html#WangZW12,,
journals/candie/SuerSH09,article,Heuristic procedures and mathematical models for cell loading and scheduling in a shoe manufacturing company.,,2009,56,462-475,,db/journals/candie/candie56.html#SuerSH09,Computers & Industrial Engineering,
journals/cii/Abellan-NebotLS13,article,Process-oriented tolerancing using the extended stream of variation model.,,2013,64,485-498,,db/journals/cii/cii64.html#Abellan-NebotLS13,Computers in Industry,
conf/trustcom/WangX14,inproceedings,Emergency Key Rollover in DNSSEC.,TrustCom,2014,,598-604,,db/conf/trustcom/trustcom2014.html#WangX14,,
conf/gecco/Bader-El-DenP08,inproceedings,Evolving heuristics with genetic programming.,GECCO,2008,,601-602,,db/conf/gecco/gecco2008.html#Bader-El-DenP08,,
conf/eurogp/BrameierB02,inproceedings,Explicit Control of Diversity and Effective Variation Distance in Linear Genetic Programming.,EuroGP,2002,,37-49,,db/conf/eurogp/eurogp2002.html#BrameierB02,,
journals/tods/KungR81,article,On Optimistic Methods for Concurrency Control.,,1981,6,213-226,,db/journals/tods/tods6.html#KungR81,ACM Trans. Database Syst.,
conf/wuwnet/FanCXC13,inproceedings,A bidirectional TDMA protocol for underwater acoustic sensor networks.,WUWNet,2013,,12,,db/conf/wuwnet/wuwnet2013.html#FanCXC13,,
conf/nips/WangY14,inproceedings,Two-Layer Feature Reduction for Sparse-Group Lasso via Decomposition of Convex Sets.,NIPS,2014,,2132-2140,,db/conf/nips/nips2014.html#WangY14,,
conf/iscas/DingWHKI13,inproceedings,An analytical model of the overshooting effect for multiple-input gates in nanometer technologies.,ISCAS,2013,,1712-1715,,db/conf/iscas/iscas2013.html#DingWHKI13,,
conf/esann/BirlutiuGH09,inproceedings,Multi-task Preference learning with Gaussian Processes.,ESANN,2009,,,,db/conf/esann/esann2009.html#BirlutiuGH09,,
conf/nips/LiuL14,inproceedings,Blossom Tree Graphical Models.,NIPS,2014,,1458-1465,,db/conf/nips/nips2014.html#LiuL14,,
conf/isss/MooneyRS02,inproceedings,Round-Robin Arbiter Design and Generation.,ISSS,2002,,243-248,,db/conf/isss/isss2002.html#MooneyRS02,,
conf/kcap/Ahn07,inproceedings,Human computation.,K-CAP,2007,,5-6,,db/conf/kcap/kcap2007.html#Ahn07,,
conf/nime/LivingstoneM05,inproceedings,Orb3 - Adaptive Interface for Realtime Sound Synthesis &amp; Diffusion within Socially Mediated Spaces.,NIME,2005,,65-69,,db/conf/nime/nime2005.html#LivingstoneM05,,
journals/pami/YangNXLZP12,article,A Multimedia Retrieval Framework Based on Semi-Supervised Ranking and Relevance Feedback.,,2012,34,723-742,,db/journals/pami/pami34.html#YangNXLZP12,IEEE Trans. Pattern Anal. Mach. Intell.,
journals/cg/LammarschABMR14,article,Mind the time: Unleashing temporal aspects in pattern discovery.,,2014,38,38-50,,db/journals/cg/cg38.html#LammarschABMR14,Computers & Graphics,
conf/cscwd/YangSZ07,inproceedings,"Organization-Oriented Simulation of Collaborative Product Development Process Based on Designer's Agent Model.",CSCWD,2007,,309-314,,db/conf/cscwd/cscwd2007.html#YangSZ07,,
conf/ivic/HadiDI11,inproceedings,The Development of History Educational Game as a Revision Tool for Malaysia School Education.,IVIC (2),2011,,39-49,,db/conf/ivic/ivic2011-2.html#HadiDI11,,
conf/wicsa/DragomirHL14,inproceedings,On bridging the gap between practice and vision for software architecture reconstruction and evolution: a toolbox perspective.,WICSA Companion,2014,,10,,db/conf/wicsa/wicsac2014.html#DragomirHL14,,
conf/pervasive/Gornerup12,inproceedings,Scalable Mining of Common Routes in Mobile Communication Network Traffic Data.,Pervasive,2012,,99-106,,db/conf/pervasive/pervasive2012.html#Gornerup12,,
conf/gecco/HongKXR08,inproceedings,Data clustering using virtual population based incremental learning algorithm with similarity matrix encoding strategy.,GECCO,2008,,471-472,,db/conf/gecco/gecco2008.html#HongKXR08,,
conf/eucnc/GiglioSRPDAJOPBRTYWWM14,inproceedings,Towards the distributed core for ubiquitous superfast broadband optical access.,EuCNC,2014,,1-5,,db/conf/eucnc/eucnc2014.html#GiglioSRPDAJOPBRTYWWM14,,
journals/tog/IjiriOOI05,article,Floral diagrams and inflorescences: interactive flower modeling using botanical structural constraints.,,2005,24,720-726,,db/journals/tog/tog24.html#IjiriOOI05,ACM Trans. Graph.,
conf/sitis/YuanLYZ07,inproceedings,A Novel Methodology for Web Services Discovery in Gnutella-Like Networks.,SITIS,2007,,231-238,,db/conf/sitis/sitis2007.html#YuanLYZ07,,
conf/interspeech/AubanelDK14,inproceedings,Interplay of informational content and energetic masking in speech perception in noise.,INTERSPEECH,2014,,2046-2049,,db/conf/interspeech/interspeech2014.html#AubanelDK14,,
journals/amai/GelainPRVW10,article,Interval-valued soft constraint problems.,,2010,58,261-298,,db/journals/amai/amai58.html#GelainPRVW10,Ann. Math. Artif. Intell.,
conf/sg/HeLJ07,inproceedings,A Novel Human Computer Interaction Paradigm for Volume Visualization in Projection-Based Virtual Environments.,Smart Graphics,2007,,49-60,,db/conf/sg/sg2007.html#HeLJ07,,
journals/pr/HuangJZ08,article,Palmprint verification based on principal lines.,,2008,41,1316-1328,,db/journals/pr/pr41.html#HuangJZ08,Pattern Recognition,
conf/ithings/ZhangM11,inproceedings,Advanced Internet of Things.,iThings/CPSCom,2011,,1-8,,db/conf/ithings/ithings2011.html#ZhangM11,,
journals/corr/cs-RO-0204044,article,Robust Global Localization Using Clustered Particle Filtering,,2002,cs.RO/0204044,,,db/journals/corr/corr0204.html#cs-RO-0204044,CoRR,
journals/ijiq/ZhouNC11,article,Data quality in collaborative commerce.,,2011,2,264-278,,db/journals/ijiq/ijiq2.html#ZhouNC11,IJIQ,
conf/ieeevast/BilgicLGS06,inproceedings,D-Dupe: An Interactive Tool for Entity Resolution in Social Networks.,IEEE VAST,2006,,43-50,,db/conf/ieeevast/ieeevast2006.html#BilgicLGS06,,
conf/cbms/SousaDPC13,inproceedings,Impact of SVM multiclass decomposition rules for recognition of cancer in gastroenterology images.,CBMS,2013,,405-408,,db/conf/cbms/cbms2013.html#SousaDPC13,,
journals/cg/ChaeTJKEE14,article,Public behavior response analysis in disaster events utilizing visual analytics of microblog data.,,2014,38,51-60,,db/journals/cg/cg38.html#ChaeTJKEE14,Computers & Graphics,
journals/aei/ShenYY07,article,A p2p based service flow system with advanced ontology-based service profiles.,,2007,21,221-229,,db/journals/aei/aei21.html#ShenYY07,Advanced Engineering Informatics,
conf/ACMdis/BeyerBJB14,inproceedings,The puppeteer display: attracting and actively shaping the audience with an interactive public banner display.,Conference on Designing Interactive Systems,2014,,935-944,,db/conf/ACMdis/ACMdis2014.html#BeyerBJB14,,
conf/aina/WuFMCZ08,inproceedings,SOSRAID-6: A Self-Organized Strategy of RAID-6 in the Degraded Mode.,AINA Workshops,2008,,162-167,,db/conf/aina/ainaw2008.html#WuFMCZ08,,
conf/interspeech/NakamuraHONT14,inproceedings,A mel-cepstral analysis technique restoring high frequency components from low-sampling-rate speech.,INTERSPEECH,2014,,2494-2498,,db/conf/interspeech/interspeech2014.html#NakamuraHONT14,,
conf/iri/LiuRY05,inproceedings,Research on the multi-talk dialog system.,IRI,2005,,344-349,,db/conf/iri/iri2005.html#LiuRY05,,
conf/sc/NetzerX93,inproceedings,Adaptive message logging for incremental replay of message-passing programs.,SC,1993,,840-849,,db/conf/sc/sc1993.html#NetzerX93,,
conf/acity/JoshiC012,inproceedings,Development of Agro-tagger and Recommendation Generation Using Social Network for Agro-produce Marketing.,ACITY (3),2012,,401-410,,db/conf/acity/acity2012-3.html#JoshiC012,,
conf/visualization/Hoppe99,inproceedings,New Quadric Metric for Simplifying Meshes with Appearance Attributes.,IEEE Visualization,1999,,59-66,,db/conf/visualization/visualization1999.html#Hoppe99,,
conf/apccas/GuXW08,inproceedings,A novel optical mesh network-on-chip for gigascale systems-on-chip.,APCCAS,2008,,1728-1731,,db/conf/apccas/apccas2008.html#GuXW08,,
conf/iccv/UtsumiKA05,inproceedings,Attention Monitoring Based on Temporal Signal-Behavior Structures.,ICCV-HCI,2005,,100-109,,db/conf/iccv/iccv-hci2005.html#UtsumiKA05,,
conf/nips/BonaldP13,inproceedings,Two-Target Algorithms for Infinite-Armed Bandits with Bernoulli Rewards.,NIPS,2013,,2184-2192,,db/conf/nips/nips2013.html#BonaldP13,,
conf/csclp/Simonis09,inproceedings,Solving the Static Design Routing and Wavelength Assignment Problem.,CSCLP,2009,,59-75,,db/conf/csclp/csclp2009.html#Simonis09,,
journals/mta/LopezMG11,article,A model for preference-driven multimedia adaptation decision-making in the MPEG-21 framework.,,2011,53,181-211,,db/journals/mta/mta53.html#LopezMG11,Multimedia Tools Appl.,
journals/jmma/CarchraeB09,article,Principles for the Design of Large Neighborhood Search.,,2009,8,245-270,,db/journals/jmma/jmma8.html#CarchraeB09,J. Math. Model. Algorithms,
journals/jei/MisicP03,article,Morphological characterization of dithering masks.,,2003,12,278-283,,db/journals/jei/jei12.html#MisicP03,J. Electronic Imaging,
journals/gpem/ONeillRKC03,article,Crossover in Grammatical Evolution.,,2003,4,67-93,,db/journals/gpem/gpem4.html#ONeillRKC03,Genetic Programming and Evolvable Machines,
conf/ecai/AkasiadisC14,inproceedings,Stochastic Filtering Methods for Predicting Agent Performance in the Smart Grid.,ECAI,2014,,1205-1206,,db/conf/ecai/ecai2014.html#AkasiadisC14,,
conf/civr/SmeatonFBJ08,inproceedings,iBingo mobile collaborative search.,CIVR,2008,,547-548,,db/conf/civr/civr2008.html#SmeatonFBJ08,,
conf/trec/BelkinKCQ93,inproceedings,Combining Evidence for Information Retrieval.,TREC,1993,,35-44,,db/conf/trec/trec93.html#BelkinKCQ93,,
conf/um/HeckmannK03,inproceedings,A User Modeling Markup Language (UserML) for Ubiquitous Computing.,User Modeling,2003,,393-397,,db/conf/um/um2003.html#HeckmannK03,,
conf/globecom/DuZ07,inproceedings,Cross-Layer Design Based Rate Control for Mobile Multicast in Cellular Networks.,GLOBECOM,2007,,5180-5184,,db/conf/globecom/globecom2007.html#DuZ07,,
journals/sigpro/FuLZZ14,article,Block-sparse recovery via redundant block OMP.,,2014,97,162-171,,db/journals/sigpro/sigpro97.html#FuLZZ14,Signal Processing,
conf/ecoop/BruceOW98,inproceedings,A Statically Safe Alternative to Virtual Types.,ECOOP,1998,,523-549,,db/conf/ecoop/ecoop98.html#BruceOW98,,
journals/corr/abs-0808-3756,article,Approaching Blokh-Zyablov Error Exponent with Linear-Time Encodable/Decodable Codes,,2008,abs/0808.3756,,,db/journals/corr/corr0808.html#abs-0808-3756,CoRR,
journals/ml/Sleeman94,article,"Introduction to the Abstracts of the Invited Talks Presented at ML92 Conference in Aberdeen, 1-3 July 1992.",,1994,14,303,,db/journals/ml/ml14.html#Sleeman94,Machine Learning,
journals/cga/KeimPSN04,article,Visual Data Mining in Large Geospatial Point Sets.,,2004,24,36-44,,db/journals/cga/cga24.html#KeimPSN04,IEEE Computer Graphics and Applications,
conf/ieeevast/ChenWLWWMY14a,inproceedings,MovementFinder: A multi-filter visual analytics design for movement data investigation.,IEEE VAST,2014,,345-346,,db/conf/ieeevast/ieeevast2014.html#ChenWLWWMY14a,,
conf/interspeech/RoekhautBBD14,inproceedings,elite-HTS: a NLP tool for French HMM-based speech synthesis.,INTERSPEECH,2014,,2136-2137,,db/conf/interspeech/interspeech2014.html#RoekhautBBD14,,
conf/mc/BrandlMSBAPS14,inproceedings,Assist 4.0 - Datenbrillen -Assistenzsysteme im Praxiseinsatz.,Mensch & Computer Workshopband,2014,,259-264,,db/conf/mc/mc2014w.html#BrandlMSBAPS14,,
conf/eccv/LiAHL06,inproceedings,Robust Head Tracking with Particles Based on Multiple Cues Fusion.,ECCV Workshop on HCI,2006,,29-39,,db/conf/eccv/eccv2006hci.html#LiAHL06,,
conf/greencom/YangWTZ13,inproceedings,Dynamic Knowledge Repository-Based Security Auxiliary System of User Behavior.,GreenCom/iThings/CPScom,2013,,2081-2084,,db/conf/greencom/greencom2013.html#YangWTZ13,,
conf/nossdav/CranorESSSM03,inproceedings,Design and implementation of a distributed content management system.,NOSSDAV,2003,,4-11,,db/conf/nossdav/nossdav2003.html#CranorESSSM03,,
conf/iwann/OvejeroRBMA11,inproceedings,Image Processing Algorithms for AAL Services.,IWAAL,2011,,201-208,,db/conf/iwann/iwaal2011.html#OvejeroRBMA11,,
conf/ismis/HanW91,inproceedings,Efficient Evaluation of Linear Recursions with Function Sysmbols in Deductive Databases.,ISMIS,1991,,132-141,,db/conf/ismis/ismis91.html#HanW91,,
journals/ijmms/GschwandtnerKMM10,article,Easing semantically enriched information retrieval - An interactive semi-automatic annotation system for medical documents.,,2010,68,370-385,,db/journals/ijmms/ijmms68.html#GschwandtnerKMM10,Int. J. Hum.-Comput. Stud.,
conf/isi/CaoQWZ05,inproceedings,Application of Cooperative Co-evolution in Pedestrian Detection Systems.,ISI,2005,,664-665,,db/conf/isi/isi2005.html#CaoQWZ05,,
conf/appt/ZhangHWLW11,inproceedings,A Read-Write Aware Replacement Policy for Phase Change Memory.,APPT,2011,,31-45,,db/conf/appt/appt2011.html#ZhangHWLW11,,
conf/ecai/Huang12,inproceedings,SAT vs. Search for Qualitative Temporal Reasoning.,ECAI,2012,,426-431,,db/conf/ecai/ecai2012.html#Huang12,,
conf/icpr/DikmenH08,inproceedings,Robust estimation of foreground in surveillance videos by sparse error estimation.,ICPR,2008,,1-4,,db/conf/icpr/icpr2008.html#DikmenH08,,
journals/cgf/KurzhalsHW13,article,Evaluation of Attention-Guiding Video Visualization.,,2013,32,51-60,,db/journals/cgf/cgf32.html#KurzhalsHW13,Comput. Graph. Forum,
conf/chi/ShoemakerTKB10,inproceedings,Whole body large wall display interfaces.,CHI Extended Abstracts,2010,,4809-4812,,db/conf/chi/chi2010a.html#ShoemakerTKB10,,
conf/ivic/NayanZS11,inproceedings,Measurement Model to Evaluate Success of E-Government Applications through Visual Relationship.,IVIC (2),2011,,295-304,,db/conf/ivic/ivic2011-2.html#NayanZS11,,
conf/percom/YinZC11,inproceedings,Contemporary ubiquitous media services: Content recommendation and adaptation.,PerCom Workshops,2011,,129-134,,db/conf/percom/percomw2011.html#YinZC11,,
journals/jmlr/StepletonGGL09,inproceedings,The Block Diagonal Infinite Hidden Markov Model.,AISTATS,2009,,552-559,,db/journals/jmlr/jmlrp5.html#StepletonGGL09,,
journals/jvca/WeiskopfKR00,article,Illumination and acceleration in the visualization of special relativity: a comment on fast rendering of relativistic objects.,,2000,11,185-195,,db/journals/jvca/jvca11.html#WeiskopfKR00,Journal of Visualization and Computer Animation,
journals/tmi/BovermanKIS09,article,"An Implementation of CalderÓn's Method for 3-D Limited-View EIT.",,2009,28,1073-1082,,db/journals/tmi/tmi28.html#BovermanKIS09,IEEE Trans. Med. Imaging,
journals/cl/HayesHS90,article,Integrating Emerald into a System for Mixed-Language Programming.,,1990,15,95-108,,db/journals/cl/cl15.html#HayesHS90,Comput. Lang.,
conf/gecco/IclanzanD08,inproceedings,Going for the big fishes: discovering and combining large neutral and massively multimodal building-blocks with model based macro-mutation.,GECCO,2008,,423-430,,db/conf/gecco/gecco2008.html#IclanzanD08,,
conf/nips/MoonH14,inproceedings,Multivariate f-divergence Estimation With Confidence.,NIPS,2014,,2420-2428,,db/conf/nips/nips2014.html#MoonH14,,
journals/jcc/LiuWWG12,article,"Theoretical investigations on structure, density, detonation properties, and sensitivity of the derivatives of PYX.",,2012,33,1790-1796,,db/journals/jcc/jcc33.html#LiuWWG12,Journal of Computational Chemistry,
conf/iv/LammarschABMTG08,inproceedings,A Comparison of Programming Platformsfor Interactive Visualization in Web Browser Based Applications.,IV,2008,,194-199,,db/conf/iv/iv2008.html#LammarschABMTG08,,
journals/amc/KimBYL14,article,Biogeography-based optimization for optimal job scheduling in cloud computing.,,2014,247,266-280,,db/journals/amc/amc247.html#KimBYL14,Applied Mathematics and Computation,
journals/tnn/SumLH09,article,"On Objective Function, Regularizer, and Prediction Error of a Learning Algorithm for Dealing With Multiplicative Weight Noise.",,2009,20,124-138,,db/journals/tnn/tnn20.html#SumLH09,IEEE Transactions on Neural Networks,
conf/soups/SchaubWK013,inproceedings,Exploring the design space of graphical passwords on smartphones.,SOUPS,2013,,11,,db/conf/soups/soups2013.html#SchaubWK013,,
conf/music/ShinUCJXZ13,inproceedings,K-Base: Platform to Build the Knowledge Base for an Intelligent Service.,MUSIC,2013,,273-277,,db/conf/music/music2013.html#ShinUCJXZ13,,
conf/cbms/CastroAC13,inproceedings,Cardiovascular variability and nociception/anti-nociception balance during anesthesia.,CBMS,2013,,245-250,,db/conf/cbms/cbms2013.html#CastroAC13,,
conf/civr/CanadaTCWL08,inproceedings,Towards efficient automated characterization of irregular histology images via transformation to frieze-like patterns.,CIVR,2008,,581-590,,db/conf/civr/civr2008.html#CanadaTCWL08,,
conf/globecom/LiangKTY14,inproceedings,"I've heard you have problems: Cellular signal monitoring through UE participatory sensing.",GLOBECOM,2014,,2205-2211,,db/conf/globecom/globecom2014.html#LiangKTY14,,
conf/dasfaa/DuXLZL13,inproceedings,TwiCube: A Real-Time Twitter Off-Line Community Analysis Tool.,DASFAA (2),2013,,458-462,,db/conf/dasfaa/dasfaa2013-2.html#DuXLZL13,,
conf/cogart/KhouryVP11,inproceedings,CR-DMAC: a MAC protocol for cognitive radio networks with directional antennas.,CogART,2011,,71,,db/conf/cogart/cogart2011.html#KhouryVP11,,
conf/ersa/PejovicBC07,inproceedings,A TCP/IP Fragmentation Monitoring Core For Intrusion Prevention.,ERSA,2007,,227-230,,db/conf/ersa/ersa2007.html#PejovicBC07,,
conf/interspeech/ShanmugamM14,inproceedings,A hybrid approach to segmentation of speech using group delay processing and HMM based embedded reestimation.,INTERSPEECH,2014,,1648-1652,,db/conf/interspeech/interspeech2014.html#ShanmugamM14,,
journals/tvcg/BachthalerW08,article,Animation of Orthogonal Texture Patterns for Vector Field Visualization.,,2008,14,741-755,,db/journals/tvcg/tvcg14.html#BachthalerW08,IEEE Trans. Vis. Comput. Graph.,
conf/aime/OuWLC05,inproceedings,Interactive Knowledge Validation in CBR for Decision Support in Medicine.,AIME,2005,,289-299,,db/conf/aime/aime2005.html#OuWLC05,,
conf/nips/MartensCPZ13,inproceedings,On the Expressive Power of Restricted Boltzmann Machines.,NIPS,2013,,2877-2885,,db/conf/nips/nips2013.html#MartensCPZ13,,
journals/tjs/ZhouZ08a,article,A general data dependence analysis for parallelizing compilers.,,2008,45,253,,db/journals/tjs/tjs45.html#ZhouZ08a,The Journal of Supercomputing,
journals/cn/ZhangXT13,article,Clustering algorithms for maximizing the lifetime of wireless sensor networks with energy-harvesting sensors.,,2013,57,2689-2704,,db/journals/cn/cn57.html#ZhangXT13,Computer Networks,
conf/icml/DavisKJSD07,inproceedings,Information-theoretic metric learning.,ICML,2007,,209-216,,db/conf/icml/icml2007.html#DavisKJSD07,,
conf/vmv/LenzPK08,inproceedings,A GPU-accelerated particle filter with pixel-level likelihood.,VMV,2008,,235-241,,db/conf/vmv/vmv2008.html#LenzPK08,,
conf/cscwd/QuLB10,inproceedings,On the Trusted Ontology model for evaluating the Semantic Web Services.,CSCWD,2010,,367-372,,db/conf/cscwd/cscwd2010.html#QuLB10,,
conf/graphicsinterface/ChenF04,inproceedings,Exploring Gradient-Based Face Navigation Interfaces.,Graphics Interface,2004,,65-72,,db/conf/graphicsinterface/graphicsinterface2004.html#ChenF04,,
conf/cp/WilsonT11,inproceedings,Pruning Rules for Constrained Optimisation for Conditional Preferences.,CP,2011,,804-818,,db/conf/cp/cp2011.html#WilsonT11,,
conf/nips/XiongLZT14,inproceedings,Zeta Hull Pursuits: Learning Nonconvex Data Hulls.,NIPS,2014,,46-54,,db/conf/nips/nips2014.html#XiongLZT14,,
conf/iciar/LopezPFV06,inproceedings,Defect Detection in Random Colour Textures Using the MIA T<sup>2</sup> Defect Maps.,ICIAR (2),2006,,752-763,,db/conf/iciar/iciar2006-2.html#LopezPFV06,,
conf/icpr/LiLZH06,inproceedings,LDV Remote Voice Acquisition and Enhancement.,ICPR (4),2006,,262-265,,db/conf/icpr/icpr2006-4.html#LiLZH06,,
conf/isnn/LiuYCZ05,inproceedings,A New QoS Routing Optimal Algorithm in Mobile Ad Hoc Networks Based on Hopfield Neural Network.,ISNN (3),2005,,343-348,,db/conf/isnn/isnn2005-3.html#LiuYCZ05,,
conf/vlsi/BorrioneBMRS03a,inproceedings,Validation of Asynchronous Circuit Specifications Using IF/CADP.,VLSI-SoC (Selected Papers),2003,,85-100,,db/conf/vlsi/vlsisoc2003s.html#BorrioneBMRS03a,,
journals/tcad/LopezCN07,article,Improved Interval-Based Characterization of Fixed-Point LTI Systems With Feedback Loops.,,2007,26,1923-1933,,db/journals/tcad/tcad26.html#LopezCN07,IEEE Trans. on CAD of Integrated Circuits and Systems,
conf/digra/TolmieDC05,inproceedings,Towards an interactive visualization of game design patterns.,DIGRA Conf.,2005,,,,db/conf/digra/digra2005.html#TolmieDC05,,
conf/sigopsE/CoadyKOWF02,inproceedings,Brittle systems will break - not bend: can aspect-oriented programming help?,ACM SIGOPS European Workshop,2002,,79-86,,db/conf/sigopsE/sigopsE2002.html#CoadyKOWF02,,
conf/icmcs/ZhangyPCTH06,inproceedings,Person Tracking in Smart Rooms using Dynamic Programming and Adaptive Subspace Learning.,ICME,2006,,2061-2064,,db/conf/icmcs/icme2006.html#ZhangyPCTH06,,
conf/visualization/RothP98,inproceedings,A higher-order method for finding vortex core lines.,IEEE Visualization,1998,,143-150,,db/conf/visualization/visualization1998.html#RothP98,,
conf/gecco/JaskowskiKW08,inproceedings,Fitnessless coevolution.,GECCO,2008,,355-362,,db/conf/gecco/gecco2008.html#JaskowskiKW08,,
conf/apdc/FengZJZ97,inproceedings,Utilization of Disk Drives for RAID.,APDC,1997,,186-189,,db/conf/apdc/apdc1997.html#FengZJZ97,,
conf/interspeech/DongLLCPEH14,inproceedings,"I<sup>2</sup>r speech2singing perfects everyone's singing.",INTERSPEECH,2014,,2148-2149,,db/conf/interspeech/interspeech2014.html#DongLLCPEH14,,
journals/jsac/SuZ08,article,Cross-Layer Based Opportunistic MAC Protocols for QoS Provisionings Over Cognitive Radio Wireless Networks.,,2008,26,118-129,,db/journals/jsac/jsac26.html#SuZ08,IEEE Journal on Selected Areas in Communications,
conf/codes/XieZB03,inproceedings,Architectural analysis and instruction-set optimization for design of network protocol processors.,CODES+ISSS,2003,,225-230,,db/conf/codes/codes2003.html#XieZB03,,
conf/huc/PhamJSBPO13,inproceedings,FoodBoard: surface contact imaging for food recognition.,UbiComp,2013,,749-752,,db/conf/huc/ubicomp2013.html#PhamJSBPO13,,
journals/amc/MittalB14,article,A numerical study of two dimensional hyperbolic telegraph equation by modified B-spline differential quadrature method.,,2014,244,976-997,,db/journals/amc/amc244.html#MittalB14,Applied Mathematics and Computation,
conf/infocom/WuTZZ07,inproceedings,Proactive Scan: Fast Handoff with Smart Triggers for 802.11 Wireless LAN.,INFOCOM,2007,,749-757,,db/conf/infocom/infocom2007.html#WuTZZ07,,
conf/nime/Singer05,inproceedings,A Large-Scale Networked Robotic Musical Instrument Installation.,NIME,2005,,50-55,,db/conf/nime/nime2005.html#Singer05,,
conf/qshine/RizviSMS13,inproceedings,High Speed Reconfigurable FPGA Based Digital Filter.,QSHINE,2013,,470-478,,db/conf/qshine/qshine2013.html#RizviSMS13,,
conf/mir/FanGLKL08,inproceedings,A novel approach to enable semantic and visual image summarization for exploratory image search.,Multimedia Information Retrieval,2008,,358-365,,db/conf/mir/mir2008.html#FanGLKL08,,
conf/nips/SeilerRH14,inproceedings,Positive Curvature and Hamiltonian Monte Carlo.,NIPS,2014,,586-594,,db/conf/nips/nips2014.html#SeilerRH14,,
journals/iacr/BlomerJK14,article,Anonymous and Publicly Linkable Reputation Systems.,,2014,2014,546,,db/journals/iacr/iacr2014.html#BlomerJK14,IACR Cryptology ePrint Archive,
conf/pacis/HuynhCK12,inproceedings,Strategy For Academic-Community Collaboration: Enabled And Supported By The Development Of An Open-Source Web Service.,PACIS,2012,,18,,db/conf/pacis/pacis2012.html#HuynhCK12,,
journals/fcsc/XieLCC14,article,Towards energy-efficient storage placement in large scale sensor networks.,,2014,8,409-425,,db/journals/fcsc/fcsc8.html#XieLCC14,Frontiers of Computer Science,
conf/egpgv/AggarwalDDBC09,inproceedings,Time-constrained High-fidelity Rendering on Local Desktop Grids.,EGPGV,2009,,103-110,,db/conf/egpgv/egpgv2009.html#AggarwalDDBC09,,
journals/integration/LiuWYLLWLF09,article,Analog circuit optimization system based on hybrid evolutionary algorithms.,,2009,42,137-148,,db/journals/integration/integration42.html#LiuWYLLWLF09,Integration,
conf/dac/NandyR86,inproceedings,Dual quadtree representation for VLSI designs.,DAC,1986,,663-666,,db/conf/dac/dac1986.html#NandyR86,,
conf/IEEEcit/PanWHK12,inproceedings,AMVP-Cloud: A Framework of Adaptive Mobile Video Streaming and User Behavior Oriented Video Pre-fetching in the Clouds.,CIT,2012,,398-405,,db/conf/IEEEcit/IEEEcit2012.html#PanWHK12,,
journals/tfs/CaiZ08,article,Fuzzy Reasoning as a Control Problem.,,2008,16,600-614,,db/journals/tfs/tfs16.html#CaiZ08,IEEE T. Fuzzy Systems,
journals/jct/Bang-JensenHP93,article,In-Tournament Digraphs.,,1993,59,267-287,,db/journals/jct/jctb59.html#Bang-JensenHP93,"J. Comb. Theory, Ser. B",
conf/ecai/HentenryckGC12,inproceedings,Joint Assessment and Restoration of Power Systems.,ECAI,2012,,792-797,,db/conf/ecai/ecai2012.html#HentenryckGC12,,
conf/rskt/TsumotoA12,inproceedings,Comparing Similarity of Concepts Identified by Temporal Patterns of Terms in Biomedical Research Documents.,RSKT,2012,,232-241,,db/conf/rskt/rskt2012.html#TsumotoA12,,
conf/msr/BiegelSHDD11,inproceedings,Comparison of similarity metrics for refactoring detection.,MSR,2011,,53-62,,db/conf/msr/msr2011.html#BiegelSHDD11,,
conf/ieeevast/BradelNHL14,inproceedings,Multi-model semantic interaction for text analytics.,IEEE VAST,2014,,163-172,,db/conf/ieeevast/ieeevast2014.html#BradelNHL14,,
journals/tsmc/YangC11,article,Time Series Clustering Via RPCL Network Ensemble With Different Representations.,,2011,41,190-199,,db/journals/tsmc/tsmcc41.html#YangC11,"IEEE Transactions on Systems, Man, and Cybernetics, Part C",
conf/gcc/ZhangWGW03,inproceedings,Grid Workflow Based on Performance Evaluation.,GCC (1),2003,,770-777,,db/conf/gcc/gcc2003-1.html#ZhangWGW03,,
conf/iui/SagaraHK14,inproceedings,Multi-finger AR typing interface for mobile devices.,IUI Companion,2014,,13-16,,db/conf/iui/iui2014c.html#SagaraHK14,,
conf/imaging/YuPY96,inproceedings,Color Halftoning with Blue Noise Masks.,Color Imaging Conference,1996,,77-79,,db/conf/imaging/cic1996.html#YuPY96,,
conf/gis/NishinoNYMA10,inproceedings,A location predictor based on dependencies between multiple lifelog data.,GIS-LBSN,2010,,11-17,,db/conf/gis/lbsn2010.html#NishinoNYMA10,,
journals/entcs/HongH01,article,Spatial pattern discovering by learning the isomorphic subgraph from multiple attributed relation graphs.,,2001,46,113-132,,db/journals/entcs/entcs46.html#HongH01,Electr. Notes Theor. Comput. Sci.,
journals/tip/FuH08,article,Image Classification Using Correlation Tensor Analysis.,,2008,17,226-234,,db/journals/tip/tip17.html#FuH08,IEEE Transactions on Image Processing,
journals/mta/LuoJYG11,article,Geotagging in multimedia and computer vision - a survey.,,2011,51,187-211,,db/journals/mta/mta51.html#LuoJYG11,Multimedia Tools Appl.,
